left_city,left_source,right_city,right_source,dist,cnt_in_group,left_city:1,left_source:1,right_city:1,right_source:1,dist:1,cnt_in_group:1,chamfer_dist
Hong Kong,google,Caracas,dalle,13.17609789967537,30,Caracas,dalle,Hong Kong,google,8.722852110862732,20,0.437979000210762
Istanbul,dalle,Caracas,dalle,7.990768373012543,20,Caracas,dalle,Istanbul,dalle,8.017609417438507,20,0.40020944476127623
Istanbul,google,Caracas,dalle,13.579073578119278,30,Caracas,dalle,Istanbul,google,7.984773904085159,20,0.43127694964408875
Jakarta,dalle,Caracas,dalle,8.002918809652328,20,Caracas,dalle,Jakarta,dalle,7.325609624385834,20,0.38321321085095406
Jakarta,google,Caracas,dalle,13.61770161986351,30,Caracas,dalle,Jakarta,google,8.196564495563507,20,0.43628532230854034
Johannesburg,dalle,Caracas,dalle,7.361634075641632,20,Caracas,dalle,Johannesburg,dalle,7.8481762409210205,20,0.3802452579140663
Johannesburg,google,Caracas,dalle,12.785802006721497,30,Caracas,dalle,Johannesburg,google,7.965414613485336,20,0.41502433240413666
Kobe,dalle,Caracas,dalle,8.423782885074615,20,Caracas,dalle,Kobe,dalle,7.791630387306213,20,0.40538533180952074
Kobe,google,Caracas,dalle,13.497037798166275,30,Caracas,dalle,Kobe,google,7.866992652416229,20,0.4272806090116501
Kyoto,dalle,Caracas,dalle,8.040450721979141,20,Caracas,dalle,Kyoto,dalle,8.106252312660217,20,0.40366757586598395
Kyoto,google,Caracas,dalle,12.89095214009285,30,Caracas,dalle,Kyoto,google,7.952081084251404,20,0.4168606644868851
Lagos,dalle,Caracas,dalle,7.7879005670547485,20,Caracas,dalle,Lagos,dalle,7.683067888021469,20,0.38677421137690543
Lagos,google,Caracas,dalle,13.166023790836334,30,Caracas,dalle,Lagos,google,7.557093769311905,20,0.41446235120296476
Lisbon,dalle,Caracas,dalle,8.033672273159027,20,Caracas,dalle,Lisbon,dalle,8.289937973022461,20,0.4080902561545372
Lisbon,google,Caracas,dalle,12.77091708779335,30,Caracas,dalle,Lisbon,google,8.186635494232178,20,0.4191510516405106
London,dalle,Caracas,dalle,8.80178615450859,20,Caracas,dalle,London,dalle,8.296713769435883,20,0.4274624980986118
London,google,Caracas,dalle,13.223020076751709,30,Caracas,dalle,London,google,8.08689221739769,20,0.426198245882988
Los Angeles,dalle,Caracas,dalle,8.291096150875092,20,Caracas,dalle,Los Angeles,dalle,7.702664643526077,20,0.3998440198600292
Los Angeles,google,Caracas,dalle,13.424315750598907,30,Caracas,dalle,Los Angeles,google,8.349308967590332,20,0.43547249436378477
Madrid,dalle,Caracas,dalle,8.602930039167404,20,Caracas,dalle,Madrid,dalle,8.19443267583847,20,0.41993406787514687
Madrid,google,Caracas,dalle,12.815259456634521,30,Caracas,dalle,Madrid,google,8.24618411064148,20,0.42122887134552
Manila,dalle,Caracas,dalle,7.4330931305885315,20,Caracas,dalle,Manila,dalle,6.846014767885208,20,0.3569776974618435
Manila,google,Caracas,dalle,13.049553602933884,30,Caracas,dalle,Manila,google,7.845198333263397,20,0.4178950387239456
Melbourne,dalle,Caracas,dalle,8.502585977315903,20,Caracas,dalle,Melbourne,dalle,7.876724660396576,20,0.40948276594281197
Melbourne,google,Caracas,dalle,13.292693734169006,30,Caracas,dalle,Melbourne,google,7.929405748844147,20,0.4244419896602631
Mexico City,dalle,Caracas,dalle,7.316865026950836,20,Caracas,dalle,Mexico City,dalle,7.241393804550171,20,0.3639564707875252
Mexico City,google,Caracas,dalle,12.849100142717361,30,Caracas,dalle,Mexico City,google,8.323923349380493,20,0.42346046984195707
Milan,dalle,Caracas,dalle,8.198595017194748,20,Caracas,dalle,Milan,dalle,7.835396587848663,20,0.4008497901260853
Milan,google,Caracas,dalle,12.819835782051086,30,Caracas,dalle,Milan,google,7.603723585605621,20,0.40847118735313415
Montreal,dalle,Caracas,dalle,7.254961520433426,20,Caracas,dalle,Montreal,dalle,7.2492382526397705,20,0.3626049943268299
Montreal,google,Caracas,dalle,13.44216537475586,30,Caracas,dalle,Montreal,google,7.6047488152980804,20,0.4209382838010788
Moscow,dalle,Caracas,dalle,8.211096048355103,20,Caracas,dalle,Moscow,dalle,8.318675071001053,20,0.4132442779839039
Moscow,google,Caracas,dalle,13.744681805372238,30,Caracas,dalle,Moscow,google,8.167984127998352,20,0.4382533186674118
Mumbai,dalle,Caracas,dalle,8.695695102214813,20,Caracas,dalle,Mumbai,dalle,8.650507986545563,20,0.4336550772190094
Mumbai,google,Caracas,dalle,12.7174813747406,30,Caracas,dalle,Mumbai,google,7.703019022941589,20,0.4084100079536438
Munich,dalle,Caracas,dalle,7.909872859716415,20,Caracas,dalle,Munich,dalle,7.295249551534653,20,0.3801280602812767
Munich,google,Caracas,dalle,12.803254306316376,30,Caracas,dalle,Munich,google,7.985467553138733,20,0.4157744371891022
New York,dalle,Caracas,dalle,16.831413447856903,40,Caracas,dalle,New York,dalle,8.136466175317764,20,0.4161313270529111
New York,google,Caracas,dalle,13.057583272457123,30,Caracas,dalle,New York,google,8.084422886371613,20,0.4228401231765747
Osaka,dalle,Caracas,dalle,8.08364024758339,20,Caracas,dalle,Osaka,dalle,7.81294521689415,20,0.3974146366119385
Osaka,google,Caracas,dalle,13.243468225002289,30,Caracas,dalle,Osaka,google,7.898337006568909,20,0.42283610463142396
Oslo,dalle,Caracas,dalle,8.219501614570618,20,Caracas,dalle,Oslo,dalle,7.674270480871201,20,0.39734430238604546
Oslo,google,Caracas,dalle,14.317633002996445,30,Caracas,dalle,Oslo,google,8.607945263385773,20,0.45851156532764437
Paris,dalle,Caracas,dalle,7.728540807962418,20,Caracas,dalle,Paris,dalle,7.277297884225845,20,0.37514596730470656
Paris,google,Caracas,dalle,14.266819804906845,30,Caracas,dalle,Paris,google,8.258808255195618,20,0.45051256120204924
Prague,dalle,Caracas,dalle,7.748306125402451,20,Caracas,dalle,Prague,dalle,7.375247627496719,20,0.37808884382247926
Prague,google,Caracas,dalle,12.498017758131027,30,Caracas,dalle,Prague,google,8.089695066213608,20,0.4117542564868927
Rio de Janeiro,dalle,Caracas,dalle,7.742239743471146,20,Caracas,dalle,Rio de Janeiro,dalle,7.2058800756931305,20,0.3737029954791069
Rio de Janeiro,google,Caracas,dalle,13.66409820318222,30,Caracas,dalle,Rio de Janeiro,google,8.320226520299911,20,0.43968649446964264
Rome,dalle,Caracas,dalle,8.625183045864105,20,Caracas,dalle,Rome,dalle,8.217154622077942,20,0.42105844169855117
Rome,google,Caracas,dalle,12.69035542011261,30,Caracas,dalle,Rome,google,8.262575954198837,20,0.41905862748622896
Santiago,dalle,Caracas,dalle,7.899784862995148,20,Caracas,dalle,Santiago,dalle,7.403441786766052,20,0.38258066624403
Santiago,google,Caracas,dalle,12.978804916143417,30,Caracas,dalle,Santiago,google,7.933091938495636,20,0.41823793709278106
Seoul,dalle,Caracas,dalle,8.330993413925171,20,Caracas,dalle,Seoul,dalle,8.313535362482071,20,0.41611321941018103
Seoul,google,Caracas,dalle,12.703752845525742,30,Caracas,dalle,Seoul,google,8.23774740099907,20,0.4188300049304962
Shanghai,dalle,Caracas,dalle,8.2608003616333,20,Caracas,dalle,Shanghai,dalle,8.531344145536423,20,0.4198036126792431
Shanghai,google,Caracas,dalle,13.906725078821182,30,Caracas,dalle,Shanghai,google,8.36010918021202,20,0.44533668518066405
Shenzhen,dalle,Caracas,dalle,8.731794506311417,20,Caracas,dalle,Shenzhen,dalle,8.87299120426178,20,0.4401196427643299
Shenzhen,google,Caracas,dalle,12.808425694704056,30,Caracas,dalle,Shenzhen,google,7.853733062744141,20,0.4132431751489639
Singapore,dalle,Caracas,dalle,8.256795197725296,20,Caracas,dalle,Singapore,dalle,8.16711401939392,20,0.4105977304279804
Singapore,google,Caracas,dalle,12.952030569314957,30,Caracas,dalle,Singapore,google,7.871734440326691,20,0.41647530019283296
Stockholm,dalle,Caracas,dalle,8.363443404436111,20,Caracas,dalle,Stockholm,dalle,7.493759632110596,20,0.3964300759136677
Stockholm,google,Caracas,dalle,12.039201200008392,30,Caracas,dalle,Stockholm,google,8.09341549873352,20,0.40265233397483824
Sydney,dalle,Caracas,dalle,8.244986563920975,20,Caracas,dalle,Sydney,dalle,7.911580175161362,20,0.4039141684770584
Sydney,google,Caracas,dalle,13.6512610912323,30,Caracas,dalle,Sydney,google,8.574915766716003,20,0.4445235371589661
São Paulo,dalle,Caracas,dalle,7.728546917438507,20,Caracas,dalle,São Paulo,dalle,7.5274853110313416,20,0.3814008057117462
São Paulo,google,Caracas,dalle,14.112103164196014,30,Caracas,dalle,São Paulo,google,7.998197108507156,20,0.4422060054540634
Taipei,dalle,Caracas,dalle,7.440932989120483,20,Caracas,dalle,Taipei,dalle,7.303734451532364,20,0.3686166860163212
Taipei,google,Caracas,dalle,13.204262256622314,30,Caracas,dalle,Taipei,google,7.96698722243309,20,0.4234249895811081
Tel Aviv,dalle,Caracas,dalle,7.897911101579666,20,Caracas,dalle,Tel Aviv,dalle,7.768939018249512,20,0.39167125299572947
Tel Aviv,google,Caracas,dalle,13.417800933122635,30,Caracas,dalle,Tel Aviv,google,8.017257004976273,20,0.4287011587619782
Tokyo,dalle,Caracas,dalle,8.167489737272263,20,Caracas,dalle,Tokyo,dalle,7.978369325399399,20,0.40364647656679153
Tokyo,google,Caracas,dalle,13.969427675008774,30,Caracas,dalle,Tokyo,google,9.222970366477966,20,0.4638479608297348
Toronto,dalle,Caracas,dalle,7.90432870388031,20,Caracas,dalle,Toronto,dalle,7.680299013853073,20,0.3896156929433346
Toronto,google,Caracas,dalle,13.817614942789078,30,Caracas,dalle,Toronto,google,8.61370187997818,20,0.44862633645534516
Vienna,dalle,Caracas,dalle,8.539513111114502,20,Caracas,dalle,Vienna,dalle,8.429086446762085,20,0.4242149889469147
Vienna,google,Caracas,dalle,13.162822365760803,30,Caracas,dalle,Vienna,google,8.326250910758972,20,0.42978146553039553
Warsaw,dalle,Caracas,dalle,7.990504831075668,20,Caracas,dalle,Warsaw,dalle,8.180113404989243,20,0.40426545590162277
Warsaw,google,Caracas,dalle,12.51338317990303,30,Caracas,dalle,Warsaw,google,8.543188631534576,20,0.42113143622875215
Zurich,dalle,Caracas,dalle,8.431852281093597,20,Caracas,dalle,Zurich,dalle,8.326824247837067,20,0.4189669132232666
Zurich,google,Caracas,dalle,13.352897107601166,30,Caracas,dalle,Zurich,google,8.311849772930145,20,0.4332949376106262
Abu Dhabi,dalle,Caracas,google,8.42605447769165,20,Caracas,google,Abu Dhabi,dalle,15.42523604631424,30,0.4770258104801178
Abu Dhabi,google,Caracas,google,12.896291643381119,30,Caracas,google,Abu Dhabi,google,13.195531249046326,30,0.4348637148737907
Almaty,dalle,Caracas,google,8.362731277942657,20,Caracas,google,Almaty,dalle,14.078665047883987,30,0.4488279265165329
Almaty,google,Caracas,google,11.75626826286316,30,Caracas,google,Almaty,google,13.380758792161942,30,0.418950450917085
Amsterdam,dalle,Caracas,google,9.04288187623024,20,Caracas,google,Amsterdam,dalle,14.712976843118668,30,0.47511717438697815
Amsterdam,google,Caracas,google,13.624746084213257,30,Caracas,google,Amsterdam,google,14.685679197311401,30,0.4718404213587443
Athens,dalle,Caracas,google,9.061666160821915,20,Caracas,google,Athens,dalle,14.892561078071594,30,0.47908454477787016
Athens,google,Caracas,google,12.933810710906982,30,Caracas,google,Athens,google,13.264525979757309,30,0.43663894484440485
Auckland,dalle,Caracas,google,8.818770796060562,20,Caracas,google,Auckland,dalle,14.694570451974869,30,0.4702668249607086
Auckland,google,Caracas,google,12.1753568649292,30,Caracas,google,Auckland,google,12.917542338371277,30,0.4182149867216746
Bangkok,dalle,Caracas,google,8.921035766601562,20,Caracas,google,Bangkok,dalle,14.508275240659714,30,0.46858622014522555
Bangkok,google,Caracas,google,13.033360481262207,30,Caracas,google,Bangkok,google,12.958843767642975,30,0.4332034041484197
Barcelona,dalle,Caracas,google,9.023840487003326,20,Caracas,google,Barcelona,dalle,14.723131239414215,30,0.47493943452835086
Barcelona,google,Caracas,google,13.606778353452682,30,Caracas,google,Barcelona,google,13.137030094861984,30,0.4457301408052444
Beijing,dalle,Caracas,google,8.944176316261292,20,Caracas,google,Beijing,dalle,14.2745301425457,30,0.46437412917613985
Beijing,google,Caracas,google,13.636235654354095,30,Caracas,google,Beijing,google,13.5214823782444,30,0.4526286338766416
Berlin,dalle,Caracas,google,9.256723910570145,20,Caracas,google,Berlin,dalle,15.031540244817734,30,0.4857652831077576
Berlin,google,Caracas,google,14.305433183908463,33,Caracas,google,Berlin,google,12.990744054317474,30,0.43327265457501485
Bogota,dalle,Caracas,google,8.529005825519562,20,Caracas,google,Bogota,dalle,13.940573811531067,30,0.4493915927410126
Bogota,google,Caracas,google,11.801990613341331,30,Caracas,google,Bogota,google,12.910154357552528,30,0.411869082848231
Brussels,dalle,Caracas,google,8.66482624411583,20,Caracas,google,Brussels,dalle,14.281874120235443,30,0.45893400728702544
Brussels,google,Caracas,google,12.551123827695847,30,Caracas,google,Brussels,google,13.644858002662659,30,0.43659969717264174
Bucharest,dalle,Caracas,google,8.795441448688507,20,Caracas,google,Bucharest,dalle,14.61536693572998,30,0.46821616768836977
Bucharest,google,Caracas,google,13.290371984243393,31,Caracas,google,Bucharest,google,13.774033397436142,30,0.4436787767488448
Budapest,dalle,Caracas,google,8.788251668214798,20,Caracas,google,Budapest,dalle,13.892588466405869,30,0.45361680269241333
Budapest,google,Caracas,google,13.325448870658875,30,Caracas,google,Budapest,google,13.880795359611511,30,0.45343740383783976
Buenos Aires,dalle,Caracas,google,9.030836075544357,20,Caracas,google,Buenos Aires,dalle,15.183781534433365,30,0.48429235219955447
Buenos Aires,google,Caracas,google,12.845718815922737,30,Caracas,google,Buenos Aires,google,13.299341365695,30,0.4357510030269623
Busan,dalle,Caracas,google,8.575261443853378,20,Caracas,google,Busan,dalle,13.570916503667831,30,0.4429235589504242
Busan,google,Caracas,google,11.658532440662384,30,Caracas,google,Busan,google,13.290004074573517,30,0.41580894192059836
Cairo,dalle,Caracas,google,8.392627894878387,20,Caracas,google,Cairo,dalle,13.459685266017914,30,0.437046263217926
Cairo,google,Caracas,google,13.730614185333252,32,Caracas,google,Cairo,google,13.750284194946289,30,0.4432402964561216
Caracas,dalle,Caracas,google,8.666157871484756,20,Caracas,google,Caracas,dalle,13.500945091247559,30,0.4433420592546463
Caracas,google,Caracas,google,12.082020044326782,30,Caracas,google,Caracas,google,12.082020044326782,30,0.4027340014775594
Chicago,dalle,Caracas,google,9.154156267642975,20,Caracas,google,Chicago,dalle,14.311446398496628,30,0.4693120533227921
Chicago,google,Caracas,google,12.892946571111679,30,Caracas,google,Chicago,google,12.844191819429398,30,0.42895230650901794
Copenhagen,dalle,Caracas,google,9.049234181642532,20,Caracas,google,Copenhagen,dalle,14.501576155424118,30,0.471016206741333
Copenhagen,google,Caracas,google,12.827072978019714,30,Caracas,google,Copenhagen,google,13.462210774421692,30,0.43815472920735676
Delhi,dalle,Caracas,google,9.07855999469757,20,Caracas,google,Delhi,dalle,14.947492152452469,30,0.4805210429430008
Delhi,google,Caracas,google,13.381818145513535,30,Caracas,google,Delhi,google,13.436878710985184,30,0.4469782809416453
Dubai,dalle,Caracas,google,8.299528568983078,20,Caracas,google,Dubai,dalle,13.891199052333832,30,0.4438145524263382
Dubai,google,Caracas,google,13.463573426008224,30,Caracas,google,Dubai,google,13.586888372898102,30,0.4508410299817721
Dublin,dalle,Caracas,google,9.435329675674438,20,Caracas,google,Dublin,dalle,15.381418764591217,30,0.49633496880531314
Dublin,google,Caracas,google,12.691800862550735,30,Caracas,google,Dublin,google,13.39088973402977,30,0.43471150994300845
Helsinki,dalle,Caracas,google,9.029789984226227,20,Caracas,google,Helsinki,dalle,15.037220120429993,30,0.4813402020931244
Helsinki,google,Caracas,google,13.073048621416092,30,Caracas,google,Helsinki,google,12.97639113664627,30,0.4341573293010394
Ho Chi Minh City,dalle,Caracas,google,8.345386683940887,20,Caracas,google,Ho Chi Minh City,dalle,13.277590423822403,30,0.43245954215526583
Ho Chi Minh City,google,Caracas,google,14.477097004652023,32,Caracas,google,Ho Chi Minh City,google,13.857723891735077,30,0.45701324026430806
Hong Kong,dalle,Caracas,google,9.008150488138199,20,Caracas,google,Hong Kong,dalle,15.416638374328613,30,0.48849577724933624
Hong Kong,google,Caracas,google,13.209379881620407,30,Caracas,google,Hong Kong,google,13.280189007520676,30,0.44149281481901803
Istanbul,dalle,Caracas,google,8.483428478240967,20,Caracas,google,Istanbul,dalle,14.57362413406372,30,0.46114105224609375
Istanbul,google,Caracas,google,13.259028911590576,30,Caracas,google,Istanbul,google,13.53530964255333,30,0.44657230923573177
Jakarta,dalle,Caracas,google,8.655048429965973,20,Caracas,google,Jakarta,dalle,14.336750537157059,30,0.4598359793424606
Jakarta,google,Caracas,google,13.285541743040085,30,Caracas,google,Jakarta,google,12.968818038702011,30,0.4375726630290349
Johannesburg,dalle,Caracas,google,7.179175436496735,20,Caracas,google,Johannesburg,dalle,12.84903034567833,30,0.4005641156435013
Johannesburg,google,Caracas,google,12.966080367565155,30,Caracas,google,Johannesburg,google,12.788090914487839,30,0.42923618803421654
Kobe,dalle,Caracas,google,8.892547607421875,20,Caracas,google,Kobe,dalle,14.146741598844528,30,0.46078578412532806
Kobe,google,Caracas,google,12.569272458553314,30,Caracas,google,Kobe,google,12.734366178512573,30,0.4217273106177648
Kyoto,dalle,Caracas,google,9.172759264707565,20,Caracas,google,Kyoto,dalle,15.350760698318481,30,0.49047039926052094
Kyoto,google,Caracas,google,13.49622318148613,30,Caracas,google,Kyoto,google,14.228820204734802,30,0.46208405643701556
Lagos,dalle,Caracas,google,8.401497393846512,20,Caracas,google,Lagos,dalle,14.397396832704544,30,0.4559778845310211
Lagos,google,Caracas,google,13.037456512451172,30,Caracas,google,Lagos,google,13.056027054786682,30,0.43489139278729755
Lisbon,dalle,Caracas,google,9.367061167955399,20,Caracas,google,Lisbon,dalle,14.82646930217743,30,0.4838706094026566
Lisbon,google,Caracas,google,12.94771721959114,30,Caracas,google,Lisbon,google,13.623236119747162,30,0.44284922232230506
London,dalle,Caracas,google,8.987051546573639,20,Caracas,google,London,dalle,14.94950258731842,30,0.4787310826778412
London,google,Caracas,google,12.891160309314728,30,Caracas,google,London,google,12.626688420772552,30,0.425297478834788
Los Angeles,dalle,Caracas,google,8.370466351509094,20,Caracas,google,Los Angeles,dalle,14.028291136026382,30,0.4479751497507095
Los Angeles,google,Caracas,google,13.141528606414795,30,Caracas,google,Los Angeles,google,13.318173944950104,30,0.4409950425227483
Madrid,dalle,Caracas,google,8.773861795663834,20,Caracas,google,Madrid,dalle,14.588842362165451,30,0.4672540831565857
Madrid,google,Caracas,google,13.154988944530487,30,Caracas,google,Madrid,google,12.803377836942673,30,0.432639446357886
Manila,dalle,Caracas,google,8.295491993427277,20,Caracas,google,Manila,dalle,13.770135998725891,30,0.44131255984306333
Manila,google,Caracas,google,12.649946600198746,30,Caracas,google,Manila,google,12.24258068203926,30,0.41487545470396675
Melbourne,dalle,Caracas,google,9.421487420797348,20,Caracas,google,Melbourne,dalle,14.89280053973198,30,0.48628575921058653
Melbourne,google,Caracas,google,12.598167359828949,30,Caracas,google,Melbourne,google,13.12513741850853,30,0.42872174630562465
Mexico City,dalle,Caracas,google,8.898224472999573,20,Caracas,google,Mexico City,dalle,14.588541358709335,30,0.46973531663417817
Mexico City,google,Caracas,google,12.20451021194458,30,Caracas,google,Mexico City,google,13.30950790643692,30,0.4252336353063583
Milan,dalle,Caracas,google,9.177685618400574,20,Caracas,google,Milan,dalle,15.564399152994156,30,0.4948416954278946
Milan,google,Caracas,google,12.833682477474213,30,Caracas,google,Milan,google,13.497520536184311,30,0.4388533835609754
Montreal,dalle,Caracas,google,8.41652461886406,20,Caracas,google,Montreal,dalle,14.371697932481766,30,0.4557644510269165
Montreal,google,Caracas,google,13.651164472103119,30,Caracas,google,Montreal,google,13.668824166059494,30,0.4553331439693769
Moscow,dalle,Caracas,google,8.85215699672699,20,Caracas,google,Moscow,dalle,14.729124933481216,30,0.4716256386041641
Moscow,google,Caracas,google,13.183286041021347,30,Caracas,google,Moscow,google,12.980863124132156,30,0.43606915275255836
Mumbai,dalle,Caracas,google,8.568048179149628,20,Caracas,google,Mumbai,dalle,14.750034391880035,30,0.46636165142059327
Mumbai,google,Caracas,google,12.968597263097763,30,Caracas,google,Mumbai,google,12.899410098791122,30,0.4311334560314814
Munich,dalle,Caracas,google,9.144657492637634,20,Caracas,google,Munich,dalle,14.786106407642365,30,0.4786152780056
Munich,google,Caracas,google,12.989956438541412,30,Caracas,google,Munich,google,13.48698765039444,30,0.4412824014822642
New York,dalle,Caracas,google,18.47648924589157,40,Caracas,google,New York,dalle,14.973639488220215,30,0.47785898191588266
New York,google,Caracas,google,12.487198919057846,30,Caracas,google,New York,google,13.191329509019852,30,0.42797547380129497
Osaka,dalle,Caracas,google,9.212451428174973,20,Caracas,google,Osaka,dalle,14.494063347578049,30,0.4741302955150604
Osaka,google,Caracas,google,13.302092462778091,30,Caracas,google,Osaka,google,13.132025301456451,30,0.44056862940390906
Oslo,dalle,Caracas,google,8.207988679409027,20,Caracas,google,Oslo,dalle,14.175120770931244,30,0.44766218900680543
Oslo,google,Caracas,google,13.235021144151688,30,Caracas,google,Oslo,google,13.94862312078476,30,0.4530607377489408
Paris,dalle,Caracas,google,9.352542608976364,20,Caracas,google,Paris,dalle,14.764667361974716,30,0.4823441994190216
Paris,google,Caracas,google,13.80042752623558,30,Caracas,google,Paris,google,13.590527296066284,30,0.4565159137050311
Prague,dalle,Caracas,google,8.852795153856277,20,Caracas,google,Prague,dalle,14.236856549978256,30,0.4617930340766907
Prague,google,Caracas,google,13.254330456256866,30,Caracas,google,Prague,google,13.49248057603836,30,0.44578018387158713
Rio de Janeiro,dalle,Caracas,google,8.551130771636963,20,Caracas,google,Rio de Janeiro,dalle,14.121715307235718,30,0.4534569215774536
Rio de Janeiro,google,Caracas,google,13.690507352352142,30,Caracas,google,Rio de Janeiro,google,12.934950590133667,30,0.4437576323747635
Rome,dalle,Caracas,google,9.20150539278984,20,Caracas,google,Rome,dalle,14.608042478561401,30,0.47619095742702483
Rome,google,Caracas,google,13.337468266487122,30,Caracas,google,Rome,google,14.10940808057785,30,0.45744793911774956
Santiago,dalle,Caracas,google,8.763819828629494,20,Caracas,google,Santiago,dalle,13.956084534525871,30,0.4543980872631073
Santiago,google,Caracas,google,13.105208367109299,30,Caracas,google,Santiago,google,13.380832880735397,30,0.4414340207974116
Seoul,dalle,Caracas,google,9.105708599090576,20,Caracas,google,Seoul,dalle,14.139191061258316,30,0.46489799320697783
Seoul,google,Caracas,google,12.851227968931198,30,Caracas,google,Seoul,google,13.358120173215866,30,0.4368224690357844
Shanghai,dalle,Caracas,google,9.38450300693512,20,Caracas,google,Shanghai,dalle,15.290044128894806,30,0.4934909427165985
Shanghai,google,Caracas,google,13.462058156728745,30,Caracas,google,Shanghai,google,13.42770305275917,30,0.4481626868247986
Shenzhen,dalle,Caracas,google,8.886029809713364,20,Caracas,google,Shenzhen,dalle,14.690228700637817,30,0.4715251702070236
Shenzhen,google,Caracas,google,12.951230257749557,30,Caracas,google,Shenzhen,google,13.473622173070908,30,0.4404142071803411
Singapore,dalle,Caracas,google,8.896432101726532,20,Caracas,google,Singapore,dalle,14.80347654223442,30,0.4739981728792191
Singapore,google,Caracas,google,12.183592647314072,30,Caracas,google,Singapore,google,12.801058441400528,30,0.41641085147857665
Stockholm,dalle,Caracas,google,9.627665907144547,20,Caracas,google,Stockholm,dalle,15.579841613769531,30,0.5041501504182816
Stockholm,google,Caracas,google,13.263454645872116,30,Caracas,google,Stockholm,google,13.612958461046219,30,0.4479402184486389
Sydney,dalle,Caracas,google,9.294417828321457,20,Caracas,google,Sydney,dalle,14.873891294002533,30,0.4833661824464798
Sydney,google,Caracas,google,13.35503277182579,30,Caracas,google,Sydney,google,13.39395672082901,30,0.4458164915442467
São Paulo,dalle,Caracas,google,9.142514169216156,20,Caracas,google,São Paulo,dalle,14.792194992303848,30,0.4786941832304001
São Paulo,google,Caracas,google,13.364333689212799,30,Caracas,google,São Paulo,google,13.081771314144135,30,0.4407684167226156
Taipei,dalle,Caracas,google,8.83469843864441,20,Caracas,google,Taipei,dalle,14.677430033683777,30,0.47024256944656373
Taipei,google,Caracas,google,13.254215836524963,30,Caracas,google,Taipei,google,13.09205311536789,30,0.43910448253154755
Tel Aviv,dalle,Caracas,google,8.456979721784592,20,Caracas,google,Tel Aviv,dalle,13.635082185268402,30,0.44184123814105986
Tel Aviv,google,Caracas,google,13.564871847629547,30,Caracas,google,Tel Aviv,google,12.9480861723423,30,0.44188263366619746
Tokyo,dalle,Caracas,google,9.177571326494217,20,Caracas,google,Tokyo,dalle,15.581826269626617,30,0.4951879519224167
Tokyo,google,Caracas,google,13.40911877155304,30,Caracas,google,Tokyo,google,13.548197537660599,30,0.4492886051535606
Toronto,dalle,Caracas,google,8.696724832057953,20,Caracas,google,Toronto,dalle,14.54099902510643,30,0.46475447714328766
Toronto,google,Caracas,google,13.567152202129364,30,Caracas,google,Toronto,google,13.915676593780518,30,0.45804714659849805
Vienna,dalle,Caracas,google,9.072084248065948,20,Caracas,google,Vienna,dalle,14.696397840976715,30,0.4753696417808533
Vienna,google,Caracas,google,13.510349243879318,30,Caracas,google,Vienna,google,14.083433777093887,30,0.45989638368288677
Warsaw,dalle,Caracas,google,9.205070674419403,20,Caracas,google,Warsaw,dalle,15.21156170964241,30,0.48833264768123624
Warsaw,google,Caracas,google,12.527307868003845,30,Caracas,google,Warsaw,google,13.439205914735794,30,0.43277522971232735
Zurich,dalle,Caracas,google,9.151821374893188,20,Caracas,google,Zurich,dalle,15.003803849220276,30,0.4831125044822693
Zurich,google,Caracas,google,12.529853612184525,30,Caracas,google,Zurich,google,12.40884718298912,30,0.4156450132528941
Abu Dhabi,dalle,Chicago,dalle,7.991206645965576,20,Chicago,dalle,Abu Dhabi,dalle,8.542870879173279,20,0.4133519381284714
Abu Dhabi,google,Chicago,dalle,14.405494570732117,30,Chicago,dalle,Abu Dhabi,google,8.811485141515732,20,0.46433959424495697
Almaty,dalle,Chicago,dalle,8.342173248529434,20,Chicago,dalle,Almaty,dalle,8.54850760102272,20,0.4222670212388039
Almaty,google,Chicago,dalle,14.676576346158981,30,Chicago,dalle,Almaty,google,9.630586117506027,20,0.48614324927330016
Amsterdam,dalle,Chicago,dalle,6.818192780017853,20,Chicago,dalle,Amsterdam,dalle,7.643906325101852,20,0.36155247762799264
Amsterdam,google,Chicago,dalle,13.975853770971298,30,Chicago,dalle,Amsterdam,google,8.880321592092514,20,0.45712350726127626
Athens,dalle,Chicago,dalle,8.356967985630035,20,Chicago,dalle,Athens,dalle,8.160641103982925,20,0.41294022724032403
Athens,google,Chicago,dalle,13.854442745447159,30,Chicago,dalle,Athens,google,8.638892084360123,20,0.44986669659614564
Auckland,dalle,Chicago,dalle,8.141600042581558,20,Chicago,dalle,Auckland,dalle,7.843272387981415,20,0.3996218107640743
Auckland,google,Chicago,dalle,13.079027950763702,30,Chicago,dalle,Auckland,google,8.394242346286774,20,0.4294654059410095
Bangkok,dalle,Chicago,dalle,7.940482288599014,20,Chicago,dalle,Bangkok,dalle,8.226421415805817,20,0.4041725926101208
Bangkok,google,Chicago,dalle,13.84266710281372,30,Chicago,dalle,Bangkok,google,8.637531518936157,20,0.44960397243499756
Barcelona,dalle,Chicago,dalle,7.744122207164764,20,Chicago,dalle,Barcelona,dalle,7.707328587770462,20,0.38628626987338066
Barcelona,google,Chicago,dalle,14.925552636384964,30,Chicago,dalle,Barcelona,google,9.282713174819946,20,0.4841653162240982
